cell_id,block,task,task_group,world_seed,arm,experiment_index,leaderboard_score,recipe_sha256,committed_operation_count,committed_operations
A_E_public--electrochemical-conversion--seed187256385--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,misindexed_nominal,3,0.26778782981169585,8300c1d6db2b6bc4d7a1262571a79e7e62dbed04ec458e0c29374029d49ddbbd,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.04}, {""current_mA"": 120.0, ""electrolyte_profile"": 2, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400.0, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,misindexed_nominal,4,0.3089355761984179,f47f6729fc5b096832213f6d767d5b290aa682307b27352a393add01985ddbf8,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.04}, {""current_mA"": 80.0, ""electrolyte_profile"": 3, ""operation"": ""set_potential"", ""potential_V"": -0.8}, {""duration_s"": 14400.0, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,misindexed_nominal,5,0.2875485717721118,c8d7c5a3e038959ec7f3dbf7025dd04fdb37b4b12ffbbbdf2692f197d7d35064,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 2, ""volume_L"": 0.04}, {""current_mA"": 200.0, ""electrolyte_profile"": 3, ""operation"": ""set_potential"", ""potential_V"": -1.3}, {""duration_s"": 14400.0, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,misindexed_nominal,6,0.33915077933575405,b12bafd81a51625c656be8d94a363a1b4ced60278cec6e2467aed0a86d81cd52,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.04}, {""current_mA"": 50.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -0.6}, {""duration_s"": 14400.0, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,misindexed_nominal,7,0.3403680936182284,88ad5e75bbbaa770d7307c9a4e2f5e705d7c258703db0b6578f0b9777e5c4ee1,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.04}, {""current_mA"": 40.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -0.5}, {""duration_s"": 14400.0, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,misindexed_nominal,8,0.34392696506022846,88ad5e75bbbaa770d7307c9a4e2f5e705d7c258703db0b6578f0b9777e5c4ee1,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.04}, {""current_mA"": 40.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -0.5}, {""duration_s"": 14400.0, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,opaque,1,0.36469528638330256,4c9a267e7614a64f8efc31eabf93bb57856b3670357fdc038cb27b680d56cd26,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 200, ""electrolyte_profile"": 0, ""operation"": ""set_potential"", ""potential_V"": -0.8}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,opaque,2,0.3228458674187099,fcc951769ede0c0ca74875c5166e97bf2804643961c3206fe4ef24dc3d73a36e,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.04}, {""current_mA"": 300, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.2}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,opaque,3,0.3406005261908748,50a1cbcab65447951ca509744f3ea49ffeeffd4635231ace2ccd03730f1ea26f,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 2, ""volume_L"": 0.04}, {""current_mA"": 150, ""electrolyte_profile"": 2, ""operation"": ""set_potential"", ""potential_V"": -0.6}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,opaque,4,0.3245504673743156,2e171637783005dd792532f0d389aa1f1a33e1e506a903407933a49aa216e1f0,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 2, ""volume_L"": 0.04}, {""current_mA"": 200, ""electrolyte_profile"": 2, ""operation"": ""set_potential"", ""potential_V"": -0.8}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,opaque,5,0.32495220340126907,fd15ef58c936c13b6c173baee5fc6801c5fc9fbeb1b472cbb2d9ef46edb12dcb,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 250, ""electrolyte_profile"": 0, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,opaque,6,0.3447289648818086,faf9ad31f93f9711415eca966ed558e48d4f9f983585704b43abd2f14fe3f831,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 200, ""electrolyte_profile"": 0, ""operation"": ""set_potential"", ""potential_V"": -0.8}, {""duration_s"": 7200, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,opaque,7,0.36594851097668174,4c9a267e7614a64f8efc31eabf93bb57856b3670357fdc038cb27b680d56cd26,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 200, ""electrolyte_profile"": 0, ""operation"": ""set_potential"", ""potential_V"": -0.8}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed187256385--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,187256385,opaque,8,0.36950738241868175,4c9a267e7614a64f8efc31eabf93bb57856b3670357fdc038cb27b680d56cd26,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 200, ""electrolyte_profile"": 0, ""operation"": ""set_potential"", ""potential_V"": -0.8}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--aligned_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,aligned_nominal,1,0.2983487813743288,672600156d0aeabb7104b529fe242dd9cf64360d2fe638b17c6871ef4016f99e,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 100, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--aligned_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,aligned_nominal,2,0.25088672958998004,edbee102f2bf726365e6335455cc6e5948714c471717bfeb604c055c053ca1ff,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 100, ""electrolyte_profile"": 3, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--aligned_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,aligned_nominal,3,0.279370163370879,655e8027b77e1862a128d79a0a579643e7ebffbb867621bd144d967024aa8e78,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 2, ""volume_L"": 0.04}, {""current_mA"": 100, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--aligned_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,aligned_nominal,4,0.272263845813463,c6b012516133c6aefe0dc28e8ed02ba4f919a9711c65597a48952a6018077120,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 100, ""electrolyte_profile"": 2, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--aligned_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,aligned_nominal,5,0.29677991695712974,8b7d978210c49e76bfe43c76c3d3dad66ead672fbd76dea6fdad4b5a9eb2159d,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 300, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.5}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--aligned_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,aligned_nominal,6,0.293687426491382,f99da4d26e61ea3414176274d0a7661d9b527f0646742e1a5d41877a23519059,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 200, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.2}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--aligned_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,aligned_nominal,7,0.325154313018312,1a64d7b91ead881ea8ae783dcb7fcc9609d411bb716662620ae7af4edc9ca968,6,"[{""amount_mol"": 0.01, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 100, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--aligned_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,aligned_nominal,8,0.3827069989964815,ae0a3805ce0e7a4d595ddcc3493bcc294739cfc9bee6e772e5d4e41812a94bc0,6,"[{""amount_mol"": 0.005, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.04}, {""current_mA"": 100, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,misindexed_nominal,1,0.2520641234322528,33cda5d19bace124e6a7bfb5cbf454ce5e97ea9287a7ed9e247fea00128268ce,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.08}, {""current_mA"": 150.0, ""electrolyte_profile"": 3, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,misindexed_nominal,2,0.34131289743700743,ed97ef354d2d44421e29fd243f3dac3cedf10f87421d0f0c587dc17f2e8d69a6,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.08}, {""current_mA"": 150.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,misindexed_nominal,3,0.31435364954286704,97041978149650937dc54953d8e6e673b64c8010f028ffc67ea067cacdb1f187,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.08}, {""current_mA"": 150.0, ""electrolyte_profile"": 2, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,misindexed_nominal,4,0.33947910826142147,96467250597f4e5b6b215211275f35c912ab8c16e3038de40559a2782fdea2cc,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.08}, {""current_mA"": 150.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,misindexed_nominal,5,0.33702631071362465,644c0a869ae02c8fb1dd3235e9d9e039b0c2b1cc6e3294377a7cf31f867fd21f,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.012}, {""current_mA"": 150.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.0}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,misindexed_nominal,6,0.497962861177794,843204c6b1b5840304beb6449b01675cc295d956ac2560907d919238643c933f,6,"[{""amount_mol"": 0.003, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.012}, {""current_mA"": 150.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.2}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,misindexed_nominal,7,0.5126951491559011,ca586a2d9a3a4ddd892bebae9ce33ba2bef133fb51242075b8773fd78b3c083d,6,"[{""amount_mol"": 0.003, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.012}, {""current_mA"": 150.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.1}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--misindexed_nominal,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,misindexed_nominal,8,0.5054229895422985,ca586a2d9a3a4ddd892bebae9ce33ba2bef133fb51242075b8773fd78b3c083d,6,"[{""amount_mol"": 0.003, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 3, ""volume_L"": 0.012}, {""current_mA"": 150.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": -1.1}, {""duration_s"": 14400, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,opaque,1,0.07989501684649855,ce004bc4a7e66e0b8640491f25be8daed77cf1687d074539b4055d08fd893361,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 0, ""volume_L"": 0.05}, {""current_mA"": 50.0, ""electrolyte_profile"": 0, ""operation"": ""set_potential"", ""potential_V"": 1.5}, {""duration_s"": 14400.0, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,opaque,2,0.05744630920211462,7f0cfac73cf1178789f94a541a14e0577b7800654e20ca77431ae0a18932d081,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 1, ""volume_L"": 0.05}, {""current_mA"": 50.0, ""electrolyte_profile"": 1, ""operation"": ""set_potential"", ""potential_V"": 1.5}, {""duration_s"": 14400.0, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
A_E_public--electrochemical-conversion--seed222130288--opaque,A_E_public,electrochemical-conversion,A-E Electrochemistry,222130288,opaque,3,0.5288973571229829,dd42f08a30efdd60a229b2eef063f286e59740c0164b5972f685a0dbf6062690,6,"[{""amount_mol"": 0.02, ""operation"": ""add_reagent""}, {""operation"": ""add_solvent"", ""solvent"": 2, ""volume_L"": 0.05}, {""current_mA"": 50.0, ""electrolyte_profile"": 2, ""operation"": ""set_potential"", ""potential_V"": 1.5}, {""duration_s"": 14400.0, ""operation"": ""electrolyze""}, {""operation"": ""terminate""}, {""instrument"": ""final_assay"", ""operation"": ""measure""}]"
