id,world,arm,group,query,metric,truth_mean,estimate,mae,source_mean_mae,width,coverage
EQ-W01--Opaque,W01,Opaque,three_most_dilute,Q03,acid_dissociation_fraction,0.36348559260368346,0.33,0.033485592603683445,0.2923359903817375,0.36,1.0
EQ-W01--Opaque,W01,Opaque,three_most_dilute,Q08,acid_dissociation_fraction,0.7160339117050171,0.699,0.017033911705017113,0.6448843094830712,0.65,1.0
EQ-W01--Opaque,W01,Opaque,three_most_dilute,Q09,acid_dissociation_fraction,0.3347137629985809,0.301,0.03371376299858092,0.26356416077663497,0.33,1.0
EQ-W01--Opaque,W01,Opaque,three_most_dilute,Q03,precipitation_signal,0.0017669811379164458,0.112,0.11023301886208356,0.15377392599669595,0.1,0.0
EQ-W01--Opaque,W01,Opaque,three_most_dilute,Q08,precipitation_signal,0.0002466271165758371,0.05,0.049753372883424164,0.15529428001803658,0.15,0.0
EQ-W01--Opaque,W01,Opaque,three_most_dilute,Q09,precipitation_signal,0.01905755400657654,0.117,0.09794244599342347,0.13648335312803586,0.1,0.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q01,pH_normalized,0.25995042324066164,0.259,0.0009504232406616353,0.006683110197385156,0.010000000000000009,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q02,pH_normalized,0.2609623193740845,0.259,0.0019623193740844758,0.007695006330807996,0.010000000000000009,0.8
EQ-W01--Aligned,W01,Aligned,other_nine,Q04,pH_normalized,0.2780984163284302,0.262,0.016098416328430176,0.0248311032851537,0.026000000000000023,0.2
EQ-W01--Aligned,W01,Aligned,other_nine,Q05,pH_normalized,0.25356701016426086,0.254,0.0004329898357391393,0.00029969712098437684,0.010000000000000009,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q06,pH_normalized,0.2541127324104309,0.254,0.00011273241043091575,0.0008454193671544319,0.010000000000000009,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q07,pH_normalized,0.25309552550315856,0.254,0.0009044744968414453,0.00017178754011792918,0.010000000000000009,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q10,pH_normalized,0.25409920811653136,0.251,0.00309920811653136,0.0008318950732548736,0.031000000000000028,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q11,pH_normalized,0.25375038385391235,0.252,0.0017503838539123517,0.0004830708106358661,0.010000000000000009,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q12,pH_normalized,0.2540795147418976,0.254,7.951474189760166e-05,0.0008122016986211178,0.010000000000000009,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q01,acid_dissociation_fraction,0.0861680656671524,0.092,0.005831934332847594,0.013036410945157215,0.028999999999999998,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q02,acid_dissociation_fraction,0.08584973365068435,0.092,0.006150266349315647,0.012718078928689161,0.028999999999999998,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q04,acid_dissociation_fraction,0.14472221136093139,0.097,0.04772221136093138,0.0715905566389362,0.07699999999999999,0.4
EQ-W01--Aligned,W01,Aligned,other_nine,Q05,acid_dissociation_fraction,0.06971781402826309,0.076,0.006282185971736909,0.003413840693732101,0.025999999999999995,0.8
EQ-W01--Aligned,W01,Aligned,other_nine,Q06,acid_dissociation_fraction,0.07383093535900116,0.076,0.0021690646409988357,0.0006992806370059723,0.025999999999999995,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q07,acid_dissociation_fraction,0.07478502839803695,0.076,0.001214971601963044,0.0016533736760417639,0.025999999999999995,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q10,acid_dissociation_fraction,0.06969298869371414,0.063,0.006692988693714139,0.003438666028281051,0.087,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q11,acid_dissociation_fraction,0.06843323409557342,0.067,0.0014332340955734157,0.00469842062642177,0.027000000000000003,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q12,acid_dissociation_fraction,0.07172849476337433,0.074,0.0022715052366256705,0.0014031599586208643,0.025999999999999995,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q01,precipitation_signal,0.14947408735752105,0.153,0.003525912642478951,0.003653843700885784,0.02400000000000002,0.8
EQ-W01--Aligned,W01,Aligned,other_nine,Q02,precipitation_signal,0.15429877936840058,0.153,0.0012987793684005877,0.001170848309993755,0.02400000000000002,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q04,precipitation_signal,0.13666812479496002,0.149,0.012331875205039977,0.016459806263446813,0.14,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q05,precipitation_signal,0.15555851757526398,0.154,0.0015585175752639846,0.0024305865168571528,0.026000000000000023,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q06,precipitation_signal,0.1525018483400345,0.154,0.001498151659965502,0.0006260827183723339,0.026000000000000023,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q07,precipitation_signal,0.14945878982543945,0.154,0.00454121017456055,0.0036691412329673823,0.026000000000000023,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q10,precipitation_signal,0.15899649262428284,0.16,0.0010035073757171664,0.005868561565876007,0.29500000000000004,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q11,precipitation_signal,0.15260404646396636,0.156,0.0033959535360336413,0.0005238845944404713,0.028000000000000025,1.0
EQ-W01--Aligned,W01,Aligned,other_nine,Q12,precipitation_signal,0.15524907112121583,0.154,0.0012490711212158334,0.0021211400628090016,0.026000000000000023,1.0
EQ-W01--Aligned,W01,Aligned,three_most_dilute,Q03,pH_normalized,0.313688725233078,0.264,0.04968872523307799,0.060421412189801516,0.035999999999999976,0.0
EQ-W01--Aligned,W01,Aligned,three_most_dilute,Q08,pH_normalized,0.3627348721027374,0.266,0.0967348721027374,0.10946755905946093,0.061,0.0
EQ-W01--Aligned,W01,Aligned,three_most_dilute,Q09,pH_normalized,0.3121938407421112,0.264,0.048193840742111194,0.05892652769883472,0.03999999999999998,0.0
EQ-W01--Aligned,W01,Aligned,three_most_dilute,Q03,acid_dissociation_fraction,0.36348559260368346,0.101,0.2624855926036834,0.2903539378816883,0.10800000000000001,0.0
EQ-W01--Aligned,W01,Aligned,three_most_dilute,Q08,acid_dissociation_fraction,0.7160339117050171,0.104,0.6120339117050171,0.6429022569830218,0.181,0.0
EQ-W01--Aligned,W01,Aligned,three_most_dilute,Q09,acid_dissociation_fraction,0.3347137629985809,0.101,0.2337137629985809,0.26158210827658573,0.11599999999999999,0.0
EQ-W01--Aligned,W01,Aligned,three_most_dilute,Q03,precipitation_signal,0.0017669811379164458,0.145,0.14323301886208353,0.15136094992049037,0.18,0.0
EQ-W01--Aligned,W01,Aligned,three_most_dilute,Q08,precipitation_signal,0.0002466271165758371,0.135,0.13475337288342418,0.152881303941831,0.245,1.0
EQ-W01--Aligned,W01,Aligned,three_most_dilute,Q09,precipitation_signal,0.01905755400657654,0.144,0.12494244599342345,0.13407037705183028,0.195,0.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q01,pH_normalized,0.25995042324066164,0.257528,0.002422423240661664,0.006563832610845588,0.009599999999999997,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q02,pH_normalized,0.2609623193740845,0.257528,0.0034343193740845046,0.0075757287442684285,0.009599999999999997,0.8
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q04,pH_normalized,0.2780984163284302,0.26058,0.01751841632843021,0.02471182569861413,0.014999999999999958,0.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q05,pH_normalized,0.25356701016426086,0.255146,0.0015789898357391197,0.00018041953444480896,0.008000000000000007,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q06,pH_normalized,0.2541127324104309,0.255146,0.0010332675895690646,0.000726141780614864,0.008000000000000007,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q07,pH_normalized,0.25309552550315856,0.255146,0.0020504744968414257,0.00029106512665749706,0.008000000000000007,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q10,pH_normalized,0.25409920811653136,0.249059,0.005040208116531358,0.0007126174867153057,0.015999999999999986,0.8
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q11,pH_normalized,0.25375038385391235,0.252567,0.0011833838539123676,0.0003637932240962982,0.00799999999999998,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q12,pH_normalized,0.2540795147418976,0.254462,0.0003824852581024163,0.0006929241120815499,0.008000000000000007,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q01,acid_dissociation_fraction,0.0861680656671524,0.084312,0.0018560656671524067,0.012435882973174259,0.025999999999999995,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q02,acid_dissociation_fraction,0.08584973365068435,0.084312,0.001537733650684353,0.012117550956706205,0.025999999999999995,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q04,acid_dissociation_fraction,0.14472221136093139,0.09211,0.05261221136093139,0.07099002866695324,0.04000000000000001,0.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q05,acid_dissociation_fraction,0.06971781402826309,0.078227,0.008509185971736916,0.004014368665715057,0.022000000000000006,0.8
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q06,acid_dissociation_fraction,0.07383093535900116,0.078227,0.004396064640998842,9.875266502301638e-05,0.022000000000000006,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q07,acid_dissociation_fraction,0.07478502839803695,0.078227,0.003441971601963051,0.001052845704058808,0.022000000000000006,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q10,acid_dissociation_fraction,0.06969298869371414,0.062675,0.0070179886937141445,0.004039194000264007,0.044,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q11,acid_dissociation_fraction,0.06843323409557342,0.071639,0.0032057659044265746,0.005298948598404726,0.022000000000000006,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q12,acid_dissociation_fraction,0.07172849476337433,0.076479,0.0047505052366256795,0.0020036879306038202,0.022000000000000006,0.6
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q01,precipitation_signal,0.14947408735752105,0.149741,0.00026691264247896695,0.003751971572637569,0.017999999999999988,0.6
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q02,precipitation_signal,0.15429877936840058,0.149741,0.004557779368400572,0.0010727204382419697,0.017999999999999988,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q04,precipitation_signal,0.13666812479496002,0.147172,0.01050387520503998,0.0165579341351986,0.025999999999999995,0.8
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q05,precipitation_signal,0.15555851757526398,0.151745,0.0038135175752639916,0.0023324586451053675,0.015999999999999986,0.8
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q06,precipitation_signal,0.1525018483400345,0.151745,0.000756848340034505,0.0007242105901241191,0.015999999999999986,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q07,precipitation_signal,0.14945878982543945,0.151745,0.0022862101745605434,0.0037672691047191675,0.015999999999999986,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q10,precipitation_signal,0.15899649262428284,0.156868,0.0021284926242828295,0.005770433694124222,0.032,1.0
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q11,precipitation_signal,0.15260404646396636,0.153916,0.0013119535360336387,0.0006220124661922566,0.016000000000000014,0.6
EQ-W01--MisIndexed,W01,MisIndexed,other_nine,Q12,precipitation_signal,0.15524907112121583,0.152321,0.0029280711212158195,0.0020230121910572163,0.015999999999999986,0.6
EQ-W01--MisIndexed,W01,MisIndexed,three_most_dilute,Q03,pH_normalized,0.313688725233078,0.264089,0.049599725233077985,0.06030213460326195,0.018000000000000016,0.0
EQ-W01--MisIndexed,W01,MisIndexed,three_most_dilute,Q08,pH_normalized,0.3627348721027374,0.267287,0.09544787210273742,0.10934828147292136,0.02400000000000002,0.0
EQ-W01--MisIndexed,W01,MisIndexed,three_most_dilute,Q09,pH_normalized,0.3121938407421112,0.263779,0.04841484074211122,0.05880725011229515,0.018000000000000016,0.0
EQ-W01--MisIndexed,W01,MisIndexed,three_most_dilute,Q03,acid_dissociation_fraction,0.36348559260368346,0.101073,0.26241259260368344,0.28975340990970533,0.04799999999999999,0.0
EQ-W01--MisIndexed,W01,MisIndexed,three_most_dilute,Q08,acid_dissociation_fraction,0.7160339117050171,0.109245,0.606788911705017,0.6423017290110389,0.06400000000000002,0.0
EQ-W01--MisIndexed,W01,MisIndexed,three_most_dilute,Q09,acid_dissociation_fraction,0.3347137629985809,0.100281,0.2344327629985809,0.2609815803046028,0.05,0.0
EQ-W01--MisIndexed,W01,MisIndexed,three_most_dilute,Q03,precipitation_signal,0.0017669811379164458,0.144219,0.14245201886208356,0.15145907779224216,0.03,0.0
EQ-W01--MisIndexed,W01,MisIndexed,three_most_dilute,Q08,precipitation_signal,0.0002466271165758371,0.141527,0.14128037288342415,0.15297943181358278,0.04000000000000001,0.0
EQ-W01--MisIndexed,W01,MisIndexed,three_most_dilute,Q09,precipitation_signal,0.01905755400657654,0.14448,0.12542244599342345,0.13416850492358207,0.032,0.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q01,pH_normalized,0.2695008754730225,0.267,0.002500875473022468,0.003069628278414449,0.025999999999999968,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q02,pH_normalized,0.271242755651474,0.267,0.004242755651473973,0.004811508456865954,0.025999999999999968,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q04,pH_normalized,0.2850510537624359,0.274,0.01105105376243587,0.018619806567827857,0.025999999999999968,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q05,pH_normalized,0.2661427140235901,0.266,0.00014271402359006258,0.0002885331710179573,0.014000000000000012,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q06,pH_normalized,0.2670481503009796,0.266,0.0010481503009796,0.0006169031063715802,0.014000000000000012,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q07,pH_normalized,0.2656960368156433,0.266,0.00030396318435671477,0.0007352103789647346,0.014000000000000012,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q10,pH_normalized,0.26409255862236025,0.265,0.0009074413776397616,0.0023386885722477824,0.10999999999999999,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q11,pH_normalized,0.2659979581832886,0.264,0.001997958183288573,0.00043328901131944875,0.019000000000000017,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q12,pH_normalized,0.2644254505634308,0.267,0.0025745494365692068,0.0020057966311772257,0.013000000000000012,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q01,acid_dissociation_fraction,0.07906392365694045,0.071,0.008063923656940461,0.008670599137743304,0.09,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q02,acid_dissociation_fraction,0.08081925213336945,0.071,0.009819252133369455,0.010425927614172298,0.09,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q04,acid_dissociation_fraction,0.12886210083961486,0.088,0.04086210083961486,0.058468776320417706,0.095,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q05,acid_dissociation_fraction,0.07287711650133133,0.071,0.0018771165013313357,0.0024837919821341786,0.045,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q06,acid_dissociation_fraction,0.07057328224182129,0.071,0.0004267177581787074,0.00017995772262413556,0.045,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q07,acid_dissociation_fraction,0.0705275446176529,0.071,0.00047245538234709505,0.0001342200984557479,0.045,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q10,acid_dissociation_fraction,0.07466239780187607,0.071,0.0036623978018760772,0.00426907328267892,0.155,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q11,acid_dissociation_fraction,0.06730689853429794,0.069,0.0016931014657020627,0.0030864259848992076,0.060000000000000005,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q12,acid_dissociation_fraction,0.0708839863538742,0.07,0.0008839863538741971,0.000490661834677053,0.039,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q01,precipitation_signal,0.15506991744041443,0.132,0.023069917440414422,0.00042374928792318634,0.09000000000000001,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q02,precipitation_signal,0.15191046595573426,0.132,0.019910465955734258,0.003583200772603351,0.09000000000000001,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q04,precipitation_signal,0.14032431244850158,0.006,0.13432431244850157,0.01516935427983604,0.1,0.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q05,precipitation_signal,0.1545564502477646,0.155,0.0004435497522354004,0.0009372164805730165,0.044999999999999984,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q06,precipitation_signal,0.15781407356262206,0.155,0.0028140735626220603,0.002320406834284444,0.044999999999999984,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q07,precipitation_signal,0.15603530704975127,0.155,0.0010353070497512717,0.0005416403214136556,0.044999999999999984,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q10,precipitation_signal,0.15650169551372528,0.16,0.0034983044862747226,0.0010080287853876657,0.55,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q11,precipitation_signal,0.16047807037830353,0.159,0.0014780703783035254,0.004984403649965913,0.05499999999999999,1.0
EQ-W02--Opaque,W02,Opaque,other_nine,Q12,precipitation_signal,0.14968492090702057,0.157,0.007315079092979432,0.005808745821317046,0.03999999999999998,1.0
EQ-W02--Opaque,W02,Opaque,three_most_dilute,Q03,pH_normalized,0.32275220155715945,0.317,0.005752201557159442,0.05632095436255141,0.040000000000000036,1.0
EQ-W02--Opaque,W02,Opaque,three_most_dilute,Q08,pH_normalized,0.36502922773361207,0.363,0.0020292277336120823,0.09859798053900404,0.05499999999999999,1.0
EQ-W02--Opaque,W02,Opaque,three_most_dilute,Q09,pH_normalized,0.31739525198936464,0.313,0.004395251989364635,0.0509640047947566,0.040000000000000036,1.0
EQ-W02--Opaque,W02,Opaque,three_most_dilute,Q03,acid_dissociation_fraction,0.3107993721961975,0.277,0.0337993721961975,0.24040604767700036,0.22000000000000003,1.0
EQ-W02--Opaque,W02,Opaque,three_most_dilute,Q08,acid_dissociation_fraction,0.6546313166618347,0.629,0.025631316661834713,0.5842379921426376,0.35000000000000003,1.0
EQ-W02--Opaque,W02,Opaque,three_most_dilute,Q09,acid_dissociation_fraction,0.2876996576786041,0.252,0.03569965767860411,0.21730633315940695,0.21,1.0
EQ-W02--Opaque,W02,Opaque,three_most_dilute,Q03,precipitation_signal,0.0036083546467125414,0.004,0.0003916453532874587,0.15188531208162506,0.05,1.0
EQ-W02--Opaque,W02,Opaque,three_most_dilute,Q08,precipitation_signal,0.0004845875781029463,0.002,0.0015154124218970538,0.15500907915023468,0.04,1.0
EQ-W02--Opaque,W02,Opaque,three_most_dilute,Q09,precipitation_signal,0.022365998663008212,0.004,0.018365998663008212,0.1331276680653294,0.05,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q01,pH_normalized,0.2695008754730225,0.2662,0.003300875473022491,0.0034926995635032876,0.007500000000000007,0.6
EQ-W02--Aligned,W02,Aligned,other_nine,Q02,pH_normalized,0.271242755651474,0.2662,0.005042755651473996,0.005234579741954792,0.007500000000000007,0.2
EQ-W02--Aligned,W02,Aligned,other_nine,Q04,pH_normalized,0.2850510537624359,0.2663,0.01875105376243591,0.019042877852916695,0.01100000000000001,0.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q05,pH_normalized,0.2661427140235901,0.2661,4.271402359007359e-05,0.00013453811407088123,0.006199999999999983,0.8
EQ-W02--Aligned,W02,Aligned,other_nine,Q06,pH_normalized,0.2670481503009796,0.2661,0.0009481503009796111,0.0010399743914604187,0.006199999999999983,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q07,pH_normalized,0.2656960368156433,0.2661,0.00040396318435670375,0.0003121390938758961,0.006199999999999983,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q10,pH_normalized,0.26409255862236025,0.2658,0.001707441377639729,0.0019156172871589439,0.014500000000000013,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q11,pH_normalized,0.2659979581832886,0.266,2.04181671142889e-06,1.0217726230610236e-05,0.008000000000000007,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q12,pH_normalized,0.2644254505634308,0.266,0.0015745494365692059,0.0015827253460883872,0.006099999999999994,0.4
EQ-W02--Aligned,W02,Aligned,other_nine,Q01,acid_dissociation_fraction,0.07906392365694045,0.0742,0.004863923656940453,0.007242125396927188,0.022999999999999993,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q02,acid_dissociation_fraction,0.08081925213336945,0.0742,0.0066192521333694465,0.008997453873356182,0.022999999999999993,0.4
EQ-W02--Aligned,W02,Aligned,other_nine,Q04,acid_dissociation_fraction,0.12886210083961486,0.0761,0.052762100839614856,0.05704030257960159,0.035,0.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q05,acid_dissociation_fraction,0.07287711650133133,0.0727,0.0001771165013313286,0.0010553182413180623,0.0175,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q06,acid_dissociation_fraction,0.07057328224182129,0.0727,0.0021267177581787144,0.0012485160181919808,0.0175,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q07,acid_dissociation_fraction,0.0705275446176529,0.0727,0.002172455382347102,0.0012942536423603684,0.0175,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q10,acid_dissociation_fraction,0.07466239780187607,0.0688,0.005862397801876071,0.002840599541862804,0.052000000000000005,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q11,acid_dissociation_fraction,0.06730689853429794,0.071,0.0036931014657020506,0.004514899725715324,0.024500000000000008,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q12,acid_dissociation_fraction,0.0708839863538742,0.0722,0.0013160136461257965,0.0009378119061390633,0.0175,0.8
EQ-W02--Aligned,W02,Aligned,other_nine,Q01,precipitation_signal,0.15506991744041443,0.1538,0.0012699174404144364,0.0007603180905183249,0.02200000000000002,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q02,precipitation_signal,0.15191046595573426,0.1538,0.0018895340442657282,0.0039197695751984896,0.02200000000000002,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q04,precipitation_signal,0.14032431244850158,0.1521,0.011775687551498437,0.015505923082431178,0.035,1.0
EQ-W02--Aligned,W02,Aligned,other_nine,Q05,precipitation_signal,0.1545564502477646,0.1551,0.0005435497522353894,0.001273785283168155,0.016500000000000015,0.8
