cluster_id,task,contrast,nested_state_count,mean_difference,completed_pair_count,completed_only_difference
reaction-to-crystallization--w02,reaction-to-crystallization,F_minus_none,4,-0.009888514876365662,4,-0.009888514876365662
reaction-to-crystallization--w02,reaction-to-crystallization,L_minus_raw,4,0.009888514876365662,4,0.009888514876365662
reaction-to-crystallization--w02,reaction-to-crystallization,F_minus_raw,4,0.0,4,0.0
reaction-to-crystallization--w02,reaction-to-crystallization,F_minus_L,4,-0.009888514876365662,4,-0.009888514876365662
reaction-to-crystallization--w03,reaction-to-crystallization,L_minus_none,4,-0.014384880661964417,4,-0.014384880661964417
reaction-to-crystallization--w03,reaction-to-crystallization,raw_minus_none,4,-0.014384880661964417,4,-0.014384880661964417
reaction-to-crystallization--w03,reaction-to-crystallization,F_minus_none,4,-0.014384880661964417,4,-0.014384880661964417
reaction-to-crystallization--w03,reaction-to-crystallization,L_minus_raw,4,0.0,4,0.0
reaction-to-crystallization--w03,reaction-to-crystallization,F_minus_raw,4,0.0,4,0.0
reaction-to-crystallization--w03,reaction-to-crystallization,F_minus_L,4,0.0,4,0.0
reaction-to-crystallization--w04,reaction-to-crystallization,L_minus_none,4,-0.0379304438829422,4,-0.0379304438829422
reaction-to-crystallization--w04,reaction-to-crystallization,raw_minus_none,4,-0.0379304438829422,4,-0.0379304438829422
reaction-to-crystallization--w04,reaction-to-crystallization,F_minus_none,4,-0.0379304438829422,4,-0.0379304438829422
reaction-to-crystallization--w04,reaction-to-crystallization,L_minus_raw,4,0.0,4,0.0
reaction-to-crystallization--w04,reaction-to-crystallization,F_minus_raw,4,0.0,4,0.0
reaction-to-crystallization--w04,reaction-to-crystallization,F_minus_L,4,0.0,4,0.0
reaction-to-crystallization--w05,reaction-to-crystallization,L_minus_none,4,-0.010211840271949768,4,-0.010211840271949768
reaction-to-crystallization--w05,reaction-to-crystallization,raw_minus_none,4,-0.010211840271949768,4,-0.010211840271949768
reaction-to-crystallization--w05,reaction-to-crystallization,F_minus_none,4,-0.010211840271949768,4,-0.010211840271949768
reaction-to-crystallization--w05,reaction-to-crystallization,L_minus_raw,4,0.0,4,0.0
reaction-to-crystallization--w05,reaction-to-crystallization,F_minus_raw,4,0.0,4,0.0
reaction-to-crystallization--w05,reaction-to-crystallization,F_minus_L,4,0.0,4,0.0
