state_id,cluster_id,task,model,repeat,condition,status,candidate_id,failure_type,raw_regret,failure_aware_regret,near_optimal,top1
electrochemical-conversion--w03--deepseek--r1,electrochemical-conversion--w03,electrochemical-conversion,deepseek,1,L-A,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--deepseek--r1,electrochemical-conversion--w03,electrochemical-conversion,deepseek,1,L-X,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--deepseek--r1,electrochemical-conversion--w03,electrochemical-conversion,deepseek,1,F-A,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--deepseek--r1,electrochemical-conversion--w03,electrochemical-conversion,deepseek,1,F-X,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--gpt--r2,electrochemical-conversion--w03,electrochemical-conversion,gpt,2,L-A,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--gpt--r2,electrochemical-conversion--w03,electrochemical-conversion,gpt,2,L-X,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--gpt--r2,electrochemical-conversion--w03,electrochemical-conversion,gpt,2,F-A,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--gpt--r2,electrochemical-conversion--w03,electrochemical-conversion,gpt,2,F-X,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--deepseek--r2,electrochemical-conversion--w03,electrochemical-conversion,deepseek,2,F-A,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--deepseek--r2,electrochemical-conversion--w03,electrochemical-conversion,deepseek,2,F-X,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--deepseek--r2,electrochemical-conversion--w03,electrochemical-conversion,deepseek,2,L-A,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--deepseek--r2,electrochemical-conversion--w03,electrochemical-conversion,deepseek,2,L-X,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--gpt--r1,electrochemical-conversion--w03,electrochemical-conversion,gpt,1,F-A,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--gpt--r1,electrochemical-conversion--w03,electrochemical-conversion,gpt,1,F-X,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--gpt--r1,electrochemical-conversion--w03,electrochemical-conversion,gpt,1,L-A,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w03--gpt--r1,electrochemical-conversion--w03,electrochemical-conversion,gpt,1,L-X,completed,c07,,0.01597607135772705,0.01597607135772705,False,False
electrochemical-conversion--w04--deepseek--r1,electrochemical-conversion--w04,electrochemical-conversion,deepseek,1,F-A,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--deepseek--r1,electrochemical-conversion--w04,electrochemical-conversion,deepseek,1,F-X,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--deepseek--r1,electrochemical-conversion--w04,electrochemical-conversion,deepseek,1,L-A,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--deepseek--r1,electrochemical-conversion--w04,electrochemical-conversion,deepseek,1,L-X,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--gpt--r1,electrochemical-conversion--w04,electrochemical-conversion,gpt,1,L-A,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--gpt--r1,electrochemical-conversion--w04,electrochemical-conversion,gpt,1,L-X,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--gpt--r1,electrochemical-conversion--w04,electrochemical-conversion,gpt,1,F-A,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--gpt--r1,electrochemical-conversion--w04,electrochemical-conversion,gpt,1,F-X,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--gpt--r2,electrochemical-conversion--w04,electrochemical-conversion,gpt,2,F-A,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--gpt--r2,electrochemical-conversion--w04,electrochemical-conversion,gpt,2,F-X,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--gpt--r2,electrochemical-conversion--w04,electrochemical-conversion,gpt,2,L-A,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--gpt--r2,electrochemical-conversion--w04,electrochemical-conversion,gpt,2,L-X,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--deepseek--r2,electrochemical-conversion--w04,electrochemical-conversion,deepseek,2,L-A,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--deepseek--r2,electrochemical-conversion--w04,electrochemical-conversion,deepseek,2,L-X,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--deepseek--r2,electrochemical-conversion--w04,electrochemical-conversion,deepseek,2,F-A,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w04--deepseek--r2,electrochemical-conversion--w04,electrochemical-conversion,deepseek,2,F-X,completed,c07,,0.0,0.0,True,True
electrochemical-conversion--w05--gpt--r1,electrochemical-conversion--w05,electrochemical-conversion,gpt,1,F-A,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--gpt--r1,electrochemical-conversion--w05,electrochemical-conversion,gpt,1,F-X,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--gpt--r1,electrochemical-conversion--w05,electrochemical-conversion,gpt,1,L-A,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--gpt--r1,electrochemical-conversion--w05,electrochemical-conversion,gpt,1,L-X,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--gpt--r2,electrochemical-conversion--w05,electrochemical-conversion,gpt,2,L-A,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--gpt--r2,electrochemical-conversion--w05,electrochemical-conversion,gpt,2,L-X,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--gpt--r2,electrochemical-conversion--w05,electrochemical-conversion,gpt,2,F-A,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--gpt--r2,electrochemical-conversion--w05,electrochemical-conversion,gpt,2,F-X,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--deepseek--r1,electrochemical-conversion--w05,electrochemical-conversion,deepseek,1,L-A,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--deepseek--r1,electrochemical-conversion--w05,electrochemical-conversion,deepseek,1,L-X,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--deepseek--r1,electrochemical-conversion--w05,electrochemical-conversion,deepseek,1,F-A,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--deepseek--r1,electrochemical-conversion--w05,electrochemical-conversion,deepseek,1,F-X,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--deepseek--r2,electrochemical-conversion--w05,electrochemical-conversion,deepseek,2,F-A,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--deepseek--r2,electrochemical-conversion--w05,electrochemical-conversion,deepseek,2,F-X,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
electrochemical-conversion--w05--deepseek--r2,electrochemical-conversion--w05,electrochemical-conversion,deepseek,2,L-A,completed,c06,,0.0,0.0,True,True
electrochemical-conversion--w05--deepseek--r2,electrochemical-conversion--w05,electrochemical-conversion,deepseek,2,L-X,completed,c07,,0.013228744268417358,0.013228744268417358,False,False
reaction-to-crystallization--w01--deepseek--r1,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,1,F-A,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--deepseek--r1,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,1,F-X,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--deepseek--r1,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,1,L-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w01--deepseek--r1,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,1,L-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w01--gpt--r1,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,1,L-A,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--gpt--r1,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,1,L-X,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--gpt--r1,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,1,F-A,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--gpt--r1,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,1,F-X,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--gpt--r2,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,2,F-A,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--gpt--r2,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,2,F-X,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--gpt--r2,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,2,L-A,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--gpt--r2,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,2,L-X,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--deepseek--r2,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,2,L-A,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--deepseek--r2,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,2,L-X,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--deepseek--r2,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,2,F-A,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w01--deepseek--r2,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,2,F-X,completed,c03,,0.012278050184249878,0.012278050184249878,False,False
reaction-to-crystallization--w02--deepseek--r2,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,2,F-A,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--deepseek--r2,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,2,F-X,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--deepseek--r2,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,2,L-A,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--deepseek--r2,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,2,L-X,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--gpt--r1,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,1,F-A,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--gpt--r1,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,1,F-X,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--gpt--r1,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,1,L-A,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--gpt--r1,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,1,L-X,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--gpt--r2,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,2,L-A,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--gpt--r2,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,2,L-X,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--gpt--r2,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,2,F-A,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--gpt--r2,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,2,F-X,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--deepseek--r1,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,1,L-A,completed,c02,,0.010975271463394165,0.010975271463394165,False,False
reaction-to-crystallization--w02--deepseek--r1,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,1,L-X,completed,c02,,0.010975271463394165,0.010975271463394165,False,False
reaction-to-crystallization--w02--deepseek--r1,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,1,F-A,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w02--deepseek--r1,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,1,F-X,completed,c03,,0.0007150471210479736,0.0007150471210479736,True,False
reaction-to-crystallization--w03--gpt--r1,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,1,L-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r1,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,1,L-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r1,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,1,F-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r1,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,1,F-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r1,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,1,F-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r1,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,1,F-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r1,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,1,L-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r1,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,1,L-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r2,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,2,F-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r2,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,2,F-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r2,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,2,L-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r2,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,2,L-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r2,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,2,L-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r2,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,2,L-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r2,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,2,F-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r2,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,2,F-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r2,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,2,L-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r2,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,2,L-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r2,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,2,F-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r2,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,2,F-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r2,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,2,F-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r2,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,2,F-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r2,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,2,L-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r2,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,2,L-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r1,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,1,L-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r1,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,1,L-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r1,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,1,F-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r1,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,1,F-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r1,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,1,F-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r1,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,1,F-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r1,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,1,L-A,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w04--gpt--r1,reaction-to-crystallization--w04,reaction-to-crystallization,gpt,1,L-X,completed,c08,,0.0,0.0,True,True
reaction-to-crystallization--w05--gpt--r1,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,1,L-A,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--gpt--r1,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,1,L-X,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--gpt--r1,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,1,F-A,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--gpt--r1,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,1,F-X,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--gpt--r2,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,2,F-A,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--gpt--r2,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,2,F-X,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--gpt--r2,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,2,L-A,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--gpt--r2,reaction-to-crystallization--w05,reaction-to-crystallization,gpt,2,L-X,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--deepseek--r2,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,2,L-A,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--deepseek--r2,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,2,L-X,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--deepseek--r2,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,2,F-A,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--deepseek--r2,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,2,F-X,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--deepseek--r1,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,1,F-A,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--deepseek--r1,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,1,F-X,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--deepseek--r1,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,1,L-A,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
reaction-to-crystallization--w05--deepseek--r1,reaction-to-crystallization--w05,reaction-to-crystallization,deepseek,1,L-X,completed,c08,,0.0003275275230407715,0.0003275275230407715,True,False
