state_id,cluster_id,task,model,repeat,condition,serial_position,call_id,status,candidate_id,failure_type,raw_regret,failure_aware_regret,near_optimal,top1
electrochemical-conversion--w02--gpt--r2,electrochemical-conversion--w02,electrochemical-conversion,gpt,2,F,4,electrochemical-conversion--w02--gpt--r2--F,completed,c04,,0.010129988193511963,0.010129988193511963,False,False
electrochemical-conversion--w03--deepseek--r1,electrochemical-conversion--w03,electrochemical-conversion,deepseek,1,L,1,electrochemical-conversion--w03--deepseek--r1--L,completed,c02,,0.02649208903312683,0.02649208903312683,False,False
electrochemical-conversion--w03--deepseek--r1,electrochemical-conversion--w03,electrochemical-conversion,deepseek,1,F,2,electrochemical-conversion--w03--deepseek--r1--F,completed,c04,,0.015764296054840088,0.015764296054840088,False,False
electrochemical-conversion--w03--deepseek--r1,electrochemical-conversion--w03,electrochemical-conversion,deepseek,1,none,3,electrochemical-conversion--w03--deepseek--r1--none,completed,c07,,0.27328525483608246,0.27328525483608246,False,False
electrochemical-conversion--w03--deepseek--r1,electrochemical-conversion--w03,electrochemical-conversion,deepseek,1,raw,4,electrochemical-conversion--w03--deepseek--r1--raw,completed,c04,,0.015764296054840088,0.015764296054840088,False,False
electrochemical-conversion--w03--gpt--r2,electrochemical-conversion--w03,electrochemical-conversion,gpt,2,raw,1,electrochemical-conversion--w03--gpt--r2--raw,completed,c04,,0.015764296054840088,0.015764296054840088,False,False
electrochemical-conversion--w03--gpt--r2,electrochemical-conversion--w03,electrochemical-conversion,gpt,2,L,2,electrochemical-conversion--w03--gpt--r2--L,completed,c02,,0.02649208903312683,0.02649208903312683,False,False
electrochemical-conversion--w03--gpt--r2,electrochemical-conversion--w03,electrochemical-conversion,gpt,2,F,3,electrochemical-conversion--w03--gpt--r2--F,completed,c04,,0.015764296054840088,0.015764296054840088,False,False
electrochemical-conversion--w03--gpt--r2,electrochemical-conversion--w03,electrochemical-conversion,gpt,2,none,4,electrochemical-conversion--w03--gpt--r2--none,completed,c07,,0.27328525483608246,0.27328525483608246,False,False
electrochemical-conversion--w03--gpt--r1,electrochemical-conversion--w03,electrochemical-conversion,gpt,1,none,1,electrochemical-conversion--w03--gpt--r1--none,completed,c05,,0.2145465463399887,0.2145465463399887,False,False
electrochemical-conversion--w03--gpt--r1,electrochemical-conversion--w03,electrochemical-conversion,gpt,1,raw,2,electrochemical-conversion--w03--gpt--r1--raw,completed,c02,,0.02649208903312683,0.02649208903312683,False,False
electrochemical-conversion--w03--gpt--r1,electrochemical-conversion--w03,electrochemical-conversion,gpt,1,L,3,electrochemical-conversion--w03--gpt--r1--L,completed,c04,,0.015764296054840088,0.015764296054840088,False,False
electrochemical-conversion--w03--gpt--r1,electrochemical-conversion--w03,electrochemical-conversion,gpt,1,F,4,electrochemical-conversion--w03--gpt--r1--F,completed,c04,,0.015764296054840088,0.015764296054840088,False,False
electrochemical-conversion--w03--deepseek--r2,electrochemical-conversion--w03,electrochemical-conversion,deepseek,2,F,1,electrochemical-conversion--w03--deepseek--r2--F,completed,c04,,0.015764296054840088,0.015764296054840088,False,False
electrochemical-conversion--w03--deepseek--r2,electrochemical-conversion--w03,electrochemical-conversion,deepseek,2,none,2,electrochemical-conversion--w03--deepseek--r2--none,completed,c07,,0.27328525483608246,0.27328525483608246,False,False
electrochemical-conversion--w03--deepseek--r2,electrochemical-conversion--w03,electrochemical-conversion,deepseek,2,raw,3,electrochemical-conversion--w03--deepseek--r2--raw,completed,c01,,0.29065459221601486,0.29065459221601486,False,False
electrochemical-conversion--w03--deepseek--r2,electrochemical-conversion--w03,electrochemical-conversion,deepseek,2,L,4,electrochemical-conversion--w03--deepseek--r2--L,completed,c04,,0.015764296054840088,0.015764296054840088,False,False
electrochemical-conversion--w04--gpt--r1,electrochemical-conversion--w04,electrochemical-conversion,gpt,1,raw,1,electrochemical-conversion--w04--gpt--r1--raw,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--gpt--r1,electrochemical-conversion--w04,electrochemical-conversion,gpt,1,L,2,electrochemical-conversion--w04--gpt--r1--L,completed,c02,,0.05289199948310852,0.05289199948310852,False,False
electrochemical-conversion--w04--gpt--r1,electrochemical-conversion--w04,electrochemical-conversion,gpt,1,F,3,electrochemical-conversion--w04--gpt--r1--F,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--gpt--r1,electrochemical-conversion--w04,electrochemical-conversion,gpt,1,none,4,electrochemical-conversion--w04--gpt--r1--none,completed,c05,,0.3648883234709501,0.3648883234709501,False,False
electrochemical-conversion--w04--gpt--r2,electrochemical-conversion--w04,electrochemical-conversion,gpt,2,L,1,electrochemical-conversion--w04--gpt--r2--L,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--gpt--r2,electrochemical-conversion--w04,electrochemical-conversion,gpt,2,F,2,electrochemical-conversion--w04--gpt--r2--F,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--gpt--r2,electrochemical-conversion--w04,electrochemical-conversion,gpt,2,none,3,electrochemical-conversion--w04--gpt--r2--none,completed,c05,,0.3648883234709501,0.3648883234709501,False,False
electrochemical-conversion--w04--gpt--r2,electrochemical-conversion--w04,electrochemical-conversion,gpt,2,raw,4,electrochemical-conversion--w04--gpt--r2--raw,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--deepseek--r2,electrochemical-conversion--w04,electrochemical-conversion,deepseek,2,none,1,electrochemical-conversion--w04--deepseek--r2--none,completed,c07,,0.19844026863574982,0.19844026863574982,False,False
electrochemical-conversion--w04--deepseek--r2,electrochemical-conversion--w04,electrochemical-conversion,deepseek,2,raw,2,electrochemical-conversion--w04--deepseek--r2--raw,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--deepseek--r2,electrochemical-conversion--w04,electrochemical-conversion,deepseek,2,L,3,electrochemical-conversion--w04--deepseek--r2--L,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--deepseek--r2,electrochemical-conversion--w04,electrochemical-conversion,deepseek,2,F,4,electrochemical-conversion--w04--deepseek--r2--F,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--deepseek--r1,electrochemical-conversion--w04,electrochemical-conversion,deepseek,1,F,1,electrochemical-conversion--w04--deepseek--r1--F,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--deepseek--r1,electrochemical-conversion--w04,electrochemical-conversion,deepseek,1,none,2,electrochemical-conversion--w04--deepseek--r1--none,completed,c07,,0.19844026863574982,0.19844026863574982,False,False
electrochemical-conversion--w04--deepseek--r1,electrochemical-conversion--w04,electrochemical-conversion,deepseek,1,raw,3,electrochemical-conversion--w04--deepseek--r1--raw,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w04--deepseek--r1,electrochemical-conversion--w04,electrochemical-conversion,deepseek,1,L,4,electrochemical-conversion--w04--deepseek--r1--L,completed,c04,,0.005261898040771484,0.005261898040771484,True,False
electrochemical-conversion--w05--deepseek--r2,electrochemical-conversion--w05,electrochemical-conversion,deepseek,2,raw,1,electrochemical-conversion--w05--deepseek--r2--raw,completed,c06,,0.0,0.0,True,True
electrochemical-conversion--w05--deepseek--r2,electrochemical-conversion--w05,electrochemical-conversion,deepseek,2,L,2,electrochemical-conversion--w05--deepseek--r2--L,completed,c04,,0.018182605504989624,0.018182605504989624,False,False
electrochemical-conversion--w05--deepseek--r2,electrochemical-conversion--w05,electrochemical-conversion,deepseek,2,F,3,electrochemical-conversion--w05--deepseek--r2--F,completed,c03,,0.358107790350914,0.358107790350914,False,False
electrochemical-conversion--w05--deepseek--r2,electrochemical-conversion--w05,electrochemical-conversion,deepseek,2,none,4,electrochemical-conversion--w05--deepseek--r2--none,completed,c07,,0.2536603808403015,0.2536603808403015,False,False
electrochemical-conversion--w05--gpt--r2,electrochemical-conversion--w05,electrochemical-conversion,gpt,2,F,1,electrochemical-conversion--w05--gpt--r2--F,completed,c04,,0.018182605504989624,0.018182605504989624,False,False
electrochemical-conversion--w05--gpt--r2,electrochemical-conversion--w05,electrochemical-conversion,gpt,2,none,2,electrochemical-conversion--w05--gpt--r2--none,completed,c05,,0.2022969275712967,0.2022969275712967,False,False
electrochemical-conversion--w05--gpt--r2,electrochemical-conversion--w05,electrochemical-conversion,gpt,2,raw,3,electrochemical-conversion--w05--gpt--r2--raw,completed,c04,,0.018182605504989624,0.018182605504989624,False,False
electrochemical-conversion--w05--gpt--r2,electrochemical-conversion--w05,electrochemical-conversion,gpt,2,L,4,electrochemical-conversion--w05--gpt--r2--L,completed,c04,,0.018182605504989624,0.018182605504989624,False,False
electrochemical-conversion--w05--gpt--r1,electrochemical-conversion--w05,electrochemical-conversion,gpt,1,L,1,electrochemical-conversion--w05--gpt--r1--L,completed,c04,,0.018182605504989624,0.018182605504989624,False,False
electrochemical-conversion--w05--gpt--r1,electrochemical-conversion--w05,electrochemical-conversion,gpt,1,F,2,electrochemical-conversion--w05--gpt--r1--F,completed,c04,,0.018182605504989624,0.018182605504989624,False,False
electrochemical-conversion--w05--gpt--r1,electrochemical-conversion--w05,electrochemical-conversion,gpt,1,none,3,electrochemical-conversion--w05--gpt--r1--none,completed,c05,,0.2022969275712967,0.2022969275712967,False,False
electrochemical-conversion--w05--gpt--r1,electrochemical-conversion--w05,electrochemical-conversion,gpt,1,raw,4,electrochemical-conversion--w05--gpt--r1--raw,completed,c04,,0.018182605504989624,0.018182605504989624,False,False
electrochemical-conversion--w05--deepseek--r1,electrochemical-conversion--w05,electrochemical-conversion,deepseek,1,none,1,electrochemical-conversion--w05--deepseek--r1--none,completed,c08,,0.3749045114964247,0.3749045114964247,False,False
electrochemical-conversion--w05--deepseek--r1,electrochemical-conversion--w05,electrochemical-conversion,deepseek,1,raw,2,electrochemical-conversion--w05--deepseek--r1--raw,completed,c06,,0.0,0.0,True,True
electrochemical-conversion--w05--deepseek--r1,electrochemical-conversion--w05,electrochemical-conversion,deepseek,1,L,3,electrochemical-conversion--w05--deepseek--r1--L,completed,c04,,0.018182605504989624,0.018182605504989624,False,False
electrochemical-conversion--w05--deepseek--r1,electrochemical-conversion--w05,electrochemical-conversion,deepseek,1,F,4,electrochemical-conversion--w05--deepseek--r1--F,completed,c04,,0.018182605504989624,0.018182605504989624,False,False
reaction-to-crystallization--w01--gpt--r2,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,2,none,1,reaction-to-crystallization--w01--gpt--r2--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--gpt--r2,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,2,raw,2,reaction-to-crystallization--w01--gpt--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--gpt--r2,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,2,L,3,reaction-to-crystallization--w01--gpt--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--gpt--r2,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,2,F,4,reaction-to-crystallization--w01--gpt--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--gpt--r1,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,1,F,1,reaction-to-crystallization--w01--gpt--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--gpt--r1,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,1,none,2,reaction-to-crystallization--w01--gpt--r1--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--gpt--r1,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,1,raw,3,reaction-to-crystallization--w01--gpt--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--gpt--r1,reaction-to-crystallization--w01,reaction-to-crystallization,gpt,1,L,4,reaction-to-crystallization--w01--gpt--r1--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--deepseek--r1,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,1,raw,1,reaction-to-crystallization--w01--deepseek--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--deepseek--r1,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,1,L,2,reaction-to-crystallization--w01--deepseek--r1--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--deepseek--r1,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,1,F,3,reaction-to-crystallization--w01--deepseek--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--deepseek--r1,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,1,none,4,reaction-to-crystallization--w01--deepseek--r1--none,completed,c07,,0.02583223581314087,0.02583223581314087,False,False
reaction-to-crystallization--w01--deepseek--r2,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,2,L,1,reaction-to-crystallization--w01--deepseek--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--deepseek--r2,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,2,F,2,reaction-to-crystallization--w01--deepseek--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w01--deepseek--r2,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,2,none,3,reaction-to-crystallization--w01--deepseek--r2--none,completed,c07,,0.02583223581314087,0.02583223581314087,False,False
reaction-to-crystallization--w01--deepseek--r2,reaction-to-crystallization--w01,reaction-to-crystallization,deepseek,2,raw,4,reaction-to-crystallization--w01--deepseek--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--deepseek--r2,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,2,F,1,reaction-to-crystallization--w02--deepseek--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--deepseek--r2,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,2,none,2,reaction-to-crystallization--w02--deepseek--r2--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--deepseek--r2,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,2,raw,3,reaction-to-crystallization--w02--deepseek--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--deepseek--r2,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,2,L,4,reaction-to-crystallization--w02--deepseek--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--gpt--r2,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,2,raw,1,reaction-to-crystallization--w02--gpt--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--gpt--r2,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,2,L,2,reaction-to-crystallization--w02--gpt--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--gpt--r2,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,2,F,3,reaction-to-crystallization--w02--gpt--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--gpt--r2,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,2,none,4,reaction-to-crystallization--w02--gpt--r2--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--gpt--r1,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,1,none,1,reaction-to-crystallization--w02--gpt--r1--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--gpt--r1,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,1,raw,2,reaction-to-crystallization--w02--gpt--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--gpt--r1,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,1,L,3,reaction-to-crystallization--w02--gpt--r1--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--gpt--r1,reaction-to-crystallization--w02,reaction-to-crystallization,gpt,1,F,4,reaction-to-crystallization--w02--gpt--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--deepseek--r1,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,1,L,1,reaction-to-crystallization--w02--deepseek--r1--L,completed,c08,,0.039554059505462646,0.039554059505462646,False,False
reaction-to-crystallization--w02--deepseek--r1,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,1,F,2,reaction-to-crystallization--w02--deepseek--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w02--deepseek--r1,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,1,none,3,reaction-to-crystallization--w02--deepseek--r1--none,completed,c08,,0.039554059505462646,0.039554059505462646,False,False
reaction-to-crystallization--w02--deepseek--r1,reaction-to-crystallization--w02,reaction-to-crystallization,deepseek,1,raw,4,reaction-to-crystallization--w02--deepseek--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r2,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,2,L,1,reaction-to-crystallization--w03--gpt--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r2,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,2,F,2,reaction-to-crystallization--w03--gpt--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r2,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,2,none,3,reaction-to-crystallization--w03--gpt--r2--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r2,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,2,raw,4,reaction-to-crystallization--w03--gpt--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r1,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,1,F,1,reaction-to-crystallization--w03--deepseek--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r1,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,1,none,2,reaction-to-crystallization--w03--deepseek--r1--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r1,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,1,raw,3,reaction-to-crystallization--w03--deepseek--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r1,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,1,L,4,reaction-to-crystallization--w03--deepseek--r1--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r1,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,1,raw,1,reaction-to-crystallization--w03--gpt--r1--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r1,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,1,L,2,reaction-to-crystallization--w03--gpt--r1--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r1,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,1,F,3,reaction-to-crystallization--w03--gpt--r1--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--gpt--r1,reaction-to-crystallization--w03,reaction-to-crystallization,gpt,1,none,4,reaction-to-crystallization--w03--gpt--r1--none,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r2,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,2,none,1,reaction-to-crystallization--w03--deepseek--r2--none,completed,c07,,0.057539522647857666,0.057539522647857666,False,False
reaction-to-crystallization--w03--deepseek--r2,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,2,raw,2,reaction-to-crystallization--w03--deepseek--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r2,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,2,L,3,reaction-to-crystallization--w03--deepseek--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w03--deepseek--r2,reaction-to-crystallization--w03,reaction-to-crystallization,deepseek,2,F,4,reaction-to-crystallization--w03--deepseek--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r2,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,2,raw,1,reaction-to-crystallization--w04--deepseek--r2--raw,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r2,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,2,L,2,reaction-to-crystallization--w04--deepseek--r2--L,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r2,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,2,F,3,reaction-to-crystallization--w04--deepseek--r2--F,completed,c01,,0.0,0.0,True,True
reaction-to-crystallization--w04--deepseek--r2,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,2,none,4,reaction-to-crystallization--w04--deepseek--r2--none,completed,c08,,0.0758608877658844,0.0758608877658844,False,False
reaction-to-crystallization--w04--deepseek--r1,reaction-to-crystallization--w04,reaction-to-crystallization,deepseek,1,none,1,reaction-to-crystallization--w04--deepseek--r1--none,completed,c08,,0.0758608877658844,0.0758608877658844,False,False
