cell_id,cluster_id,task_id,world_seed,arm,law_normalized_mae,selected_rank,normalized_regret,top1_selected
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed4--misindexed_nominal,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed4,reaction-to-crystallization,4,misindexed_nominal,0.25006588111424355,1,0.0,True
A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed4--aligned_nominal,A_S_MULTI_TASK_OAD--reaction-to-crystallization--seed4,reaction-to-crystallization,4,aligned_nominal,0.15188813368622214,8,1.0,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed1--opaque,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed1,reaction-safety-constrained,1,opaque,0.04821831066907961,3,0.43169053635335025,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed1--aligned_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed1,reaction-safety-constrained,1,aligned_nominal,0.07366798909790814,3,0.43169053635335025,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed1--misindexed_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed1,reaction-safety-constrained,1,misindexed_nominal,0.16057951358981432,3,0.43169053635335025,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed2--opaque,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed2,reaction-safety-constrained,2,opaque,0.24219514543215873,2,0.18649736432338737,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed2--aligned_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed2,reaction-safety-constrained,2,aligned_nominal,0.15565699887434797,1,0.0,True
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed2--misindexed_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed2,reaction-safety-constrained,2,misindexed_nominal,0.5911008613184094,1,0.0,True
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed3--opaque,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed3,reaction-safety-constrained,3,opaque,0.170458941308626,1,0.0,True
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed3--aligned_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed3,reaction-safety-constrained,3,aligned_nominal,0.33690772185217,1,0.0,True
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed4--opaque,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed4,reaction-safety-constrained,4,opaque,0.0851023403564621,2,0.0980476396438578,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed4--aligned_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed4,reaction-safety-constrained,4,aligned_nominal,0.15632142975610225,2,0.0980476396438578,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed3--misindexed_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed3,reaction-safety-constrained,3,misindexed_nominal,0.07211724913194777,3,0.4390725640835046,False
A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed4--misindexed_nominal,A_S_MULTI_TASK_OAD--reaction-safety-constrained--seed4,reaction-safety-constrained,4,misindexed_nominal,0.24170625862193232,2,0.0980476396438578,False
